date,rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,humidity_pct,solar_radiation,wind_speed_ms,state,latitude,longitude
2015-01-21,0.27,26.97,22.14,32.46,79.27,17.73,1.04,Abia,5.532,7.486
2015-01-22,0.12,26.75,22.25,31.61,81.93,16.14,1.5,Abia,5.532,7.486
2015-01-23,0.07,26.92,22.36,31.92,79.89,16.49,1.29,Abia,5.532,7.486
2015-01-24,0.14,26.73,22.32,31.74,82.37,16.66,1.65,Abia,5.532,7.486
2015-01-25,0.3,25.96,22.85,29.34,87.06,14.97,1.46,Abia,5.532,7.486
2015-01-26,0.19,26.23,22.8,29.75,85.54,15.32,1.25,Abia,5.532,7.486
2015-01-27,0.15,26.02,23.47,29.33,87.85,15.09,1.81,Abia,5.532,7.486
2015-01-28,0.18,26.44,22.88,30.55,84.2,13.05,1.49,Abia,5.532,7.486
2015-01-29,0.11,26.28,22.73,30.03,82.94,17.07,1.03,Abia,5.532,7.486
2015-01-30,0.08,26.68,22.49,31.44,81.85,17.42,1.08,Abia,5.532,7.486
2015-01-31,0.02,26.74,22.88,30.99,83.1,16.64,1.17,Abia,5.532,7.486
2015-02-01,0.02,26.47,22.8,30.0,83.45,14.54,1.33,Abia,5.532,7.486
2015-02-02,0.01,27.21,22.38,32.67,80.79,19.74,1.23,Abia,5.532,7.486
2015-02-03,0.12,27.22,23.35,31.37,82.71,16.77,1.54,Abia,5.532,7.486
2015-02-04,0.06,27.5,23.38,32.2,80.47,17.27,1.36,Abia,5.532,7.486
2015-02-05,0.83,27.17,23.5,31.88,84.17,18.28,1.55,Abia,5.532,7.486
2015-02-06,1.43,26.97,23.9,30.68,86.09,18.83,1.51,Abia,5.532,7.486
2015-02-07,1.35,26.91,23.96,30.39,87.61,17.23,1.56,Abia,5.532,7.486
2015-02-08,2.53,26.85,24.12,30.45,86.7,12.87,1.88,Abia,5.532,7.486
2015-02-09,0.94,27.15,22.75,32.03,82.78,15.84,1.58,Abia,5.532,7.486
2015-02-10,0.09,26.09,23.91,28.97,88.7,19.03,1.47,Abia,5.532,7.486
2015-02-11,0.09,26.61,22.74,30.68,84.58,17.48,1.07,Abia,5.532,7.486
2015-02-12,0.18,26.21,23.66,29.19,88.98,18.32,1.56,Abia,5.532,7.486
2015-02-13,0.09,26.06,23.2,29.69,86.98,14.79,1.71,Abia,5.532,7.486
2015-02-14,0.06,26.01,23.12,29.44,86.42,19.09,1.53,Abia,5.532,7.486
2015-02-15,0.95,26.77,23.11,31.13,84.07,18.29,1.86,Abia,5.532,7.486
2015-02-16,0.93,26.89,23.23,31.71,83.83,18.4,1.8,Abia,5.532,7.486
2015-02-17,2.62,26.78,23.13,31.25,85.19,18.13,1.71,Abia,5.532,7.486
2015-02-18,8.12,25.57,23.38,27.83,87.22,13.33,1.47,Abia,5.532,7.486
2015-02-19,0.51,25.85,22.8,29.56,84.93,18.26,1.32,Abia,5.532,7.486
2015-02-20,1.16,26.71,22.9,31.22,83.56,18.53,1.88,Abia,5.532,7.486
2015-02-21,0.99,26.68,23.56,30.72,84.03,17.05,2.06,Abia,5.532,7.486
2015-02-22,2.97,26.29,23.59,29.77,87.44,14.03,1.96,Abia,5.532,7.486
2015-02-23,0.92,26.34,24.12,30.66,86.81,15.65,1.96,Abia,5.532,7.486
2015-02-24,2.77,26.2,23.77,28.8,87.21,14.77,1.01,Abia,5.532,7.486
2015-02-25,1.06,26.11,23.36,29.45,86.87,14.12,1.2,Abia,5.532,7.486
2015-02-26,1.29,25.52,23.36,28.57,89.56,11.91,1.53,Abia,5.532,7.486
2015-02-27,0.43,25.5,22.77,29.07,88.1,7.54,1.26,Abia,5.532,7.486
2015-02-28,0.2,27.18,22.75,31.78,80.1,18.6,0.83,Abia,5.532,7.486
2015-03-01,0.24,26.78,23.41,31.07,83.08,18.97,1.17,Abia,5.532,7.486
2015-03-02,0.04,27.27,22.62,32.39,78.86,19.54,1.27,Abia,5.532,7.486
2015-03-03,0.02,26.9,22.97,31.04,80.83,18.42,1.16,Abia,5.532,7.486
2015-03-04,0.01,26.71,22.97,31.58,79.28,17.66,1.42,Abia,5.532,7.486
2015-03-05,0.01,26.86,23.02,31.39,78.85,17.83,1.16,Abia,5.532,7.486
2015-03-06,0.02,26.43,23.24,30.24,85.32,17.84,1.02,Abia,5.532,7.486
2015-03-07,3.19,27.39,23.21,32.62,82.71,18.34,1.53,Abia,5.532,7.486
2015-03-08,5.73,27.17,23.74,31.82,83.73,17.04,1.84,Abia,5.532,7.486
2015-03-09,6.02,26.87,24.19,30.14,85.22,14.63,1.33,Abia,5.532,7.486
2015-03-10,4.16,26.32,24.19,29.28,89.79,17.34,1.29,Abia,5.532,7.486
2015-03-11,4.38,26.95,24.42,30.57,83.78,15.96,1.14,Abia,5.532,7.486
2015-03-12,1.11,27.67,23.34,32.39,79.95,21.9,0.8,Abia,5.532,7.486
2015-03-13,0.71,27.37,23.99,31.16,84.08,19.66,1.2,Abia,5.532,7.486
2015-03-14,0.82,27.79,23.88,31.69,82.77,19.49,1.23,Abia,5.532,7.486
2015-03-15,2.63,27.17,24.59,30.9,86.57,17.24,1.71,Abia,5.532,7.486
2015-03-16,1.34,25.55,23.87,28.18,84.96,13.5,1.7,Abia,5.532,7.486
2015-03-17,8.5,25.79,23.77,28.95,90.15,5.67,1.34,Abia,5.532,7.486
2015-03-18,2.36,26.73,23.38,30.83,83.74,17.47,1.34,Abia,5.532,7.486
2015-03-19,3.49,26.75,23.63,30.74,86.32,17.9,1.61,Abia,5.532,7.486
2015-03-20,8.34,26.07,24.0,28.79,90.04,17.76,1.57,Abia,5.532,7.486
2015-03-21,32.43,26.29,24.1,29.06,91.26,13.76,1.56,Abia,5.532,7.486
2015-03-22,1.68,25.94,24.26,29.19,89.62,16.15,2.06,Abia,5.532,7.486
2015-03-23,1.97,26.1,23.47,29.36,87.91,20.86,1.31,Abia,5.532,7.486
2015-03-24,6.94,26.39,23.79,30.07,87.83,19.43,1.54,Abia,5.532,7.486
2015-03-25,2.63,26.72,23.37,31.17,85.24,15.55,1.67,Abia,5.532,7.486
2015-03-26,10.39,26.63,24.13,30.8,85.95,20.2,2.11,Abia,5.532,7.486
2015-03-27,1.16,25.88,23.66,29.01,89.43,8.14,2.09,Abia,5.532,7.486
2015-03-28,1.62,26.06,23.37,29.33,87.8,19.72,1.93,Abia,5.532,7.486
2015-03-29,1.59,26.25,23.5,29.61,88.25,15.99,1.9,Abia,5.532,7.486
2015-03-30,5.06,26.04,23.69,29.29,88.25,16.7,1.27,Abia,5.532,7.486
2015-03-31,1.11,26.23,23.26,29.72,84.0,14.86,1.06,Abia,5.532,7.486
2015-04-01,0.91,26.01,23.0,29.61,85.63,19.07,1.22,Abia,5.532,7.486
2015-04-02,0.82,26.22,22.83,30.24,84.55,20.13,0.9,Abia,5.532,7.486
2015-04-03,2.99,25.93,23.42,28.87,90.23,17.03,1.2,Abia,5.532,7.486
2015-04-04,2.73,26.26,23.92,29.66,89.28,18.69,1.47,Abia,5.532,7.486
2015-04-05,2.6,25.8,23.67,28.78,90.13,15.97,1.45,Abia,5.532,7.486
2015-04-06,1.43,26.49,22.82,30.56,86.05,20.81,1.3,Abia,5.532,7.486
2015-04-07,4.8,26.05,23.77,29.25,88.2,13.69,1.57,Abia,5.532,7.486
2015-04-08,3.26,26.59,22.72,30.9,84.65,19.91,0.99,Abia,5.532,7.486
2015-04-09,3.11,26.28,23.71,30.32,87.21,14.7,1.88,Abia,5.532,7.486
2015-04-10,0.66,26.36,22.95,30.02,87.37,17.66,1.24,Abia,5.532,7.486
2015-04-11,6.6,26.23,24.15,28.97,90.91,17.03,1.44,Abia,5.532,7.486
2015-04-12,3.48,27.04,23.77,30.77,83.57,16.1,0.83,Abia,5.532,7.486
2015-04-13,0.7,27.31,23.98,31.04,83.0,12.52,0.82,Abia,5.532,7.486
2015-04-14,0.18,27.63,23.7,31.58,79.96,15.98,0.97,Abia,5.532,7.486
2015-04-15,0.85,27.07,24.15,30.6,84.18,17.31,1.4,Abia,5.532,7.486
2015-04-16,0.15,27.42,24.29,30.96,82.88,17.37,1.3,Abia,5.532,7.486
2015-04-17,0.08,27.03,23.9,30.84,84.21,19.83,0.95,Abia,5.532,7.486
2015-04-18,0.18,27.37,23.24,31.97,82.96,20.19,0.96,Abia,5.532,7.486
2015-04-19,0.16,27.18,23.92,31.13,85.23,20.63,1.09,Abia,5.532,7.486
2015-04-20,0.42,26.74,24.16,30.03,86.5,18.74,1.03,Abia,5.532,7.486
2015-04-21,1.05,26.98,23.26,31.09,84.35,22.15,0.83,Abia,5.532,7.486
2015-04-22,4.91,27.3,23.72,31.12,85.63,19.22,1.16,Abia,5.532,7.486
2015-04-23,2.32,26.51,24.03,30.2,89.37,18.63,1.49,Abia,5.532,7.486
2015-04-24,1.88,26.1,23.55,29.84,88.25,18.48,1.66,Abia,5.532,7.486
2015-04-25,5.44,25.93,23.3,29.08,89.39,19.08,1.46,Abia,5.532,7.486
2015-04-26,1.83,26.27,23.7,30.2,86.68,12.85,1.53,Abia,5.532,7.486
2015-04-27,0.24,26.93,23.23,32.01,82.43,22.58,1.33,Abia,5.532,7.486
2015-04-28,0.7,26.51,23.47,30.76,85.5,20.77,1.51,Abia,5.532,7.486
2015-04-29,1.02,26.26,24.15,29.47,89.28,18.36,1.44,Abia,5.532,7.486
2015-04-30,1.49,26.68,23.75,30.4,88.71,20.14,1.54,Abia,5.532,7.486
2015-05-01,5.16,26.42,24.01,29.76,89.29,19.18,1.55,Abia,5.532,7.486
2015-05-02,1.83,26.13,23.84,29.49,89.31,19.06,1.55,Abia,5.532,7.486
2015-05-03,7.15,25.98,23.66,29.03,90.47,16.68,1.45,Abia,5.532,7.486
2015-05-04,1.56,26.7,23.31,30.62,86.28,18.57,1.48,Abia,5.532,7.486
2015-05-05,4.0,25.84,23.69,29.45,88.99,11.67,1.74,Abia,5.532,7.486
2015-05-06,0.57,26.65,23.6,30.72,83.78,22.31,0.76,Abia,5.532,7.486
2015-05-07,1.89,26.54,23.32,30.32,88.95,21.38,1.54,Abia,5.532,7.486
2015-05-08,1.19,26.81,23.78,30.55,87.55,17.82,1.42,Abia,5.532,7.486
2015-05-09,1.66,26.1,23.88,28.88,88.89,19.99,1.17,Abia,5.532,7.486
2015-05-10,2.77,26.24,23.45,30.06,87.63,11.58,1.32,Abia,5.532,7.486
2015-05-11,2.39,26.86,23.66,31.0,84.85,22.89,1.12,Abia,5.532,7.486
2015-05-12,4.38,26.31,23.79,29.37,88.9,18.72,1.26,Abia,5.532,7.486
2015-05-13,3.08,27.05,23.42,31.19,81.76,21.56,1.04,Abia,5.532,7.486
2015-05-14,8.18,25.92,24.2,28.45,91.35,13.37,1.19,Abia,5.532,7.486
2015-05-15,3.1,27.99,23.75,32.78,79.98,21.4,0.7,Abia,5.532,7.486
2015-05-16,3.47,26.76,24.74,29.7,85.45,14.06,0.74,Abia,5.532,7.486
2015-05-17,11.21,26.5,23.7,29.88,90.0,18.63,1.23,Abia,5.532,7.486
2015-05-18,5.35,26.04,24.39,28.76,91.42,8.75,1.23,Abia,5.532,7.486
2015-05-19,0.57,26.2,23.67,29.15,89.06,19.33,1.23,Abia,5.532,7.486
2015-05-20,0.6,26.1,23.82,29.0,89.57,17.6,1.21,Abia,5.532,7.486
2015-05-21,1.84,26.33,24.09,29.44,90.09,13.0,1.29,Abia,5.532,7.486
2015-05-22,1.69,27.1,24.0,31.44,87.48,21.11,1.4,Abia,5.532,7.486
2015-05-23,4.88,26.24,24.44,28.92,91.12,9.79,1.46,Abia,5.532,7.486
2015-05-24,4.46,25.23,23.09,27.86,90.15,18.69,1.8,Abia,5.532,7.486
2015-05-25,1.26,26.3,22.19,31.14,84.61,23.17,1.25,Abia,5.532,7.486
2015-05-26,3.58,26.38,23.92,29.76,90.11,15.51,1.72,Abia,5.532,7.486
2015-05-27,7.37,25.73,24.27,28.12,93.23,17.61,1.47,Abia,5.532,7.486
2015-05-28,6.56,25.63,24.2,28.01,91.89,17.34,1.69,Abia,5.532,7.486
2015-05-29,3.73,25.9,23.58,29.46,90.28,16.12,1.43,Abia,5.532,7.486
2015-05-30,4.74,26.28,23.69,30.08,88.84,16.77,2.26,Abia,5.532,7.486
2015-05-31,18.49,25.13,23.41,27.35,93.55,14.06,1.6,Abia,5.532,7.486
2015-06-01,8.83,25.27,23.49,28.17,92.23,15.61,1.82,Abia,5.532,7.486
2015-06-02,7.17,24.26,23.04,26.1,93.86,17.63,1.59,Abia,5.532,7.486
2015-06-03,6.09,25.51,22.49,29.12,90.13,13.23,1.4,Abia,5.532,7.486
2015-06-04,13.92,25.41,23.43,28.27,92.09,15.61,2.02,Abia,5.532,7.486
2015-06-05,18.26,24.53,23.28,26.76,94.25,13.25,2.39,Abia,5.532,7.486
2015-06-06,2.34,25.46,23.12,29.13,89.83,16.81,1.93,Abia,5.532,7.486
2015-06-07,3.29,24.89,22.53,27.6,91.11,13.33,1.44,Abia,5.532,7.486
2015-06-08,4.24,24.82,22.89,27.49,92.0,14.42,1.33,Abia,5.532,7.486
2015-06-09,5.14,25.69,23.01,29.27,89.42,14.71,1.34,Abia,5.532,7.486
2015-06-10,4.51,25.97,23.07,29.54,88.78,17.18,1.49,Abia,5.532,7.486
2015-06-11,3.23,25.74,23.51,28.79,90.42,15.13,1.76,Abia,5.532,7.486
2015-06-12,3.97,25.49,23.34,28.75,90.87,7.08,1.81,Abia,5.532,7.486
2015-06-13,4.38,25.94,22.92,29.87,87.46,16.46,1.66,Abia,5.532,7.486
2015-06-14,4.41,25.5,23.06,29.43,88.86,12.76,1.81,Abia,5.532,7.486
2015-06-15,5.52,25.74,22.32,30.23,87.01,13.03,2.02,Abia,5.532,7.486
2015-06-16,9.34,24.21,22.92,25.9,94.15,12.5,2.01,Abia,5.532,7.486
2015-06-17,7.2,25.62,22.34,29.66,88.96,11.37,1.75,Abia,5.532,7.486
2015-06-18,11.61,25.76,23.4,29.88,90.0,16.2,2.26,Abia,5.532,7.486
2015-06-19,10.01,25.86,22.76,30.53,87.55,12.04,2.46,Abia,5.532,7.486
2015-06-20,9.08,24.4,22.88,26.82,92.77,13.25,2.35,Abia,5.532,7.486
2015-06-21,5.03,24.51,22.46,27.81,90.3,12.52,2.08,Abia,5.532,7.486
2015-06-22,1.55,24.61,22.47,27.76,91.31,13.7,1.62,Abia,5.532,7.486
2015-06-23,2.53,25.47,22.46,29.37,88.49,16.03,1.75,Abia,5.532,7.486
2015-06-24,4.27,26.07,22.99,30.2,87.48,16.15,2.24,Abia,5.532,7.486
2015-06-25,4.83,24.91,23.13,27.78,90.86,10.07,2.13,Abia,5.532,7.486
2015-06-26,5.71,25.36,22.64,29.1,88.58,13.82,1.58,Abia,5.532,7.486
2015-06-27,5.39,25.76,22.88,29.92,88.53,12.39,1.46,Abia,5.532,7.486
2015-06-28,12.58,24.97,23.22,27.67,91.59,9.93,1.87,Abia,5.532,7.486
2015-06-29,7.22,25.05,22.98,28.89,89.96,8.39,2.06,Abia,5.532,7.486
2015-06-30,9.27,24.89,22.7,28.06,91.52,10.55,2.14,Abia,5.532,7.486
2015-07-01,1.96,24.94,22.82,28.28,89.63,14.98,2.12,Abia,5.532,7.486
2015-07-02,11.61,25.2,22.81,28.58,90.72,9.1,2.24,Abia,5.532,7.486
2015-07-03,8.08,24.96,22.84,28.41,90.12,11.41,1.96,Abia,5.532,7.486
2015-07-04,2.08,25.87,22.71,29.62,87.72,10.02,1.38,Abia,5.532,7.486
2015-07-05,4.68,25.81,23.42,29.15,88.0,14.67,1.14,Abia,5.532,7.486
2015-07-06,3.2,25.89,23.38,29.65,89.52,15.31,1.07,Abia,5.532,7.486
2015-07-07,7.74,26.63,23.46,30.64,87.37,13.8,1.34,Abia,5.532,7.486
2015-07-08,5.3,26.9,23.94,30.86,86.48,16.32,0.95,Abia,5.532,7.486
2015-07-09,6.66,26.76,24.02,30.31,88.69,17.61,1.3,Abia,5.532,7.486
2015-07-10,27.54,25.02,23.87,26.54,94.61,7.04,2.06,Abia,5.532,7.486
2015-07-11,11.02,25.09,23.46,27.37,93.39,11.21,1.54,Abia,5.532,7.486
2015-07-12,8.39,25.83,22.75,29.93,88.77,14.96,1.77,Abia,5.532,7.486
2015-07-13,7.7,25.36,23.28,28.38,91.16,13.17,1.96,Abia,5.532,7.486
2015-07-14,5.19,25.86,23.41,29.45,89.4,12.52,1.68,Abia,5.532,7.486
2015-07-15,4.22,24.93,23.51,27.01,93.04,14.75,2.14,Abia,5.532,7.486
2015-07-16,5.8,25.29,23.01,29.49,90.02,16.27,2.17,Abia,5.532,7.486
2015-07-17,2.23,25.76,22.67,30.18,87.63,13.81,1.75,Abia,5.532,7.486
2015-07-18,3.09,24.85,22.89,27.5,91.01,11.65,2.7,Abia,5.532,7.486
2015-07-19,3.43,24.97,22.68,28.62,88.49,9.77,2.67,Abia,5.532,7.486
2015-07-20,2.71,25.06,22.03,29.44,87.26,11.39,2.56,Abia,5.532,7.486
2015-07-21,13.62,24.99,22.1,28.69,89.11,13.15,1.71,Abia,5.532,7.486
2015-07-22,2.86,25.28,22.58,29.22,86.98,14.24,1.82,Abia,5.532,7.486
2015-07-23,8.31,25.13,22.54,29.12,88.83,7.67,2.09,Abia,5.532,7.486
2015-07-24,5.14,24.59,22.4,28.67,89.89,13.3,2.17,Abia,5.532,7.486
2015-07-25,11.73,25.27,22.16,30.13,88.0,14.67,2.12,Abia,5.532,7.486
2015-07-26,9.11,24.0,22.67,25.91,93.39,11.46,1.91,Abia,5.532,7.486
2015-07-27,6.57,24.26,22.17,27.4,90.5,5.79,2.28,Abia,5.532,7.486
2015-07-28,5.64,24.12,21.16,28.49,88.44,10.3,1.98,Abia,5.532,7.486
2015-07-29,1.66,24.3,21.28,28.69,87.14,13.54,2.0,Abia,5.532,7.486
2015-07-30,3.59,24.33,21.51,28.0,88.67,14.93,1.98,Abia,5.532,7.486
2015-07-31,2.94,24.98,22.02,29.27,87.76,14.61,2.18,Abia,5.532,7.486
2015-08-01,3.19,25.0,22.1,29.72,88.41,13.8,2.49,Abia,5.532,7.486
2015-08-02,2.28,25.05,22.27,28.87,88.77,14.37,2.06,Abia,5.532,7.486
2015-08-03,3.94,24.99,22.38,27.88,90.33,14.64,1.53,Abia,5.532,7.486
2015-08-04,4.52,25.43,22.84,29.46,89.05,11.98,2.46,Abia,5.532,7.486
2015-08-05,4.03,25.29,22.55,29.02,88.44,12.46,1.83,Abia,5.532,7.486
2015-08-06,3.15,25.09,22.89,28.54,89.98,14.61,1.76,Abia,5.532,7.486
2015-08-07,3.5,25.16,22.79,29.0,89.38,8.99,2.0,Abia,5.532,7.486
2015-08-08,2.82,25.51,22.21,29.69,87.92,12.31,1.74,Abia,5.532,7.486
2015-08-09,1.03,25.24,22.94,28.65,88.63,15.07,1.9,Abia,5.532,7.486
2015-08-10,1.45,25.65,22.54,29.87,87.07,14.0,2.0,Abia,5.532,7.486
2015-08-11,4.19,24.63,22.54,27.63,90.4,9.6,2.07,Abia,5.532,7.486
2015-08-12,3.52,25.58,22.29,30.29,87.45,11.26,2.42,Abia,5.532,7.486
2015-08-13,1.65,25.28,22.63,29.15,88.84,13.58,2.03,Abia,5.532,7.486
2015-08-14,2.73,25.41,22.85,29.51,89.22,9.63,2.26,Abia,5.532,7.486
2015-08-15,2.22,25.65,22.6,29.72,88.01,15.78,1.87,Abia,5.532,7.486
2015-08-16,4.83,24.4,23.07,26.41,93.04,11.43,2.29,Abia,5.532,7.486
2015-08-17,2.39,25.24,22.71,29.33,89.02,6.4,2.28,Abia,5.532,7.486
2015-08-18,1.49,25.73,22.34,30.39,86.92,13.06,1.74,Abia,5.532,7.486
2015-08-19,5.67,25.6,22.97,29.64,88.69,14.2,2.0,Abia,5.532,7.486
2015-08-20,9.05,24.65,23.08,27.25,92.42,14.07,2.14,Abia,5.532,7.486
2015-08-21,5.98,25.08,22.71,28.93,90.3,13.83,1.95,Abia,5.532,7.486
2015-08-22,13.19,24.56,22.76,27.81,92.09,13.75,1.96,Abia,5.532,7.486
2015-08-23,5.22,25.08,22.59,28.53,90.06,13.39,2.13,Abia,5.532,7.486
2015-08-24,2.03,25.29,22.73,29.2,89.4,9.99,2.16,Abia,5.532,7.486
2015-08-25,1.31,25.51,22.87,30.07,87.54,11.97,2.63,Abia,5.532,7.486
2015-08-26,2.08,25.34,22.28,28.43,87.85,12.5,1.29,Abia,5.532,7.486
2015-08-27,4.58,25.08,23.04,28.46,90.27,7.87,2.1,Abia,5.532,7.486
2015-08-28,10.52,24.14,22.66,26.46,93.28,12.9,2.06,Abia,5.532,7.486
2015-08-29,7.37,25.1,22.24,29.15,89.7,11.04,1.82,Abia,5.532,7.486
2015-08-30,2.53,24.85,22.59,27.56,89.05,15.37,1.66,Abia,5.532,7.486
2015-08-31,11.15,25.19,22.41,29.02,88.92,12.45,1.88,Abia,5.532,7.486
2015-09-01,8.7,25.16,22.47,29.45,88.26,13.3,2.53,Abia,5.532,7.486
2015-09-02,5.3,25.07,21.87,29.85,88.15,13.25,2.31,Abia,5.532,7.486
2015-09-03,7.41,25.46,22.14,29.75,87.77,14.04,1.63,Abia,5.532,7.486
2015-09-04,5.91,24.67,22.65,27.54,91.33,13.63,1.47,Abia,5.532,7.486
2015-09-05,8.08,25.61,22.63,29.63,88.95,13.08,2.07,Abia,5.532,7.486
2015-09-06,8.22,25.22,22.92,29.03,90.27,13.96,2.01,Abia,5.532,7.486
2015-09-07,10.26,24.27,22.58,26.63,92.4,14.22,1.94,Abia,5.532,7.486
2015-09-08,2.28,24.98,22.32,28.94,89.01,17.06,2.02,Abia,5.532,7.486
2015-09-09,2.19,25.55,22.38,29.82,88.63,14.58,1.89,Abia,5.532,7.486
2015-09-10,2.98,24.4,22.98,26.47,93.51,17.41,1.64,Abia,5.532,7.486
2015-09-11,1.73,24.65,23.2,27.17,93.11,16.7,2.03,Abia,5.532,7.486
2015-09-12,1.16,25.69,22.88,29.6,89.12,14.22,1.83,Abia,5.532,7.486
2015-09-13,24.35,25.0,23.09,27.6,92.89,12.57,1.96,Abia,5.532,7.486
2015-09-14,10.13,25.38,22.93,29.04,90.8,13.8,2.27,Abia,5.532,7.486
2015-09-15,22.93,24.52,23.04,26.4,94.8,15.61,1.79,Abia,5.532,7.486
2015-09-16,14.86,25.23,22.52,28.97,89.97,13.57,1.92,Abia,5.532,7.486
2015-09-17,13.02,25.31,22.56,28.68,90.11,13.98,1.38,Abia,5.532,7.486
2015-09-18,2.03,25.46,22.89,29.29,89.34,15.8,1.86,Abia,5.532,7.486
2015-09-19,3.69,25.1,22.94,27.98,91.1,14.99,1.46,Abia,5.532,7.486
2015-09-20,3.92,25.24,23.07,28.72,89.95,16.03,1.83,Abia,5.532,7.486
2015-09-21,4.25,25.23,22.59,28.58,88.05,17.4,0.96,Abia,5.532,7.486
2015-09-22,4.29,26.33,22.65,30.78,86.6,16.79,1.4,Abia,5.532,7.486
2015-09-23,9.72,25.66,23.6,28.26,90.73,16.83,1.79,Abia,5.532,7.486
2015-09-24,21.92,24.83,23.45,26.92,94.09,14.93,2.3,Abia,5.532,7.486
2015-09-25,2.49,25.21,22.88,28.33,91.45,10.84,1.87,Abia,5.532,7.486
2015-09-26,1.46,25.47,22.94,28.71,89.02,18.33,0.97,Abia,5.532,7.486
2015-09-27,4.21,26.57,23.21,31.25,86.59,16.72,1.34,Abia,5.532,7.486
2015-09-28,6.07,24.96,23.59,26.87,94.07,16.15,1.77,Abia,5.532,7.486
2015-09-29,7.72,25.6,22.6,29.49,89.87,12.95,2.01,Abia,5.532,7.486
2015-09-30,2.99,25.33,22.74,28.83,89.67,16.98,1.58,Abia,5.532,7.486
2015-10-01,3.83,26.26,23.31,30.5,87.68,17.5,1.71,Abia,5.532,7.486
2015-10-02,5.27,24.85,23.38,26.88,93.32,16.55,2.04,Abia,5.532,7.486
2015-10-03,4.17,25.31,23.33,28.5,91.84,16.53,1.96,Abia,5.532,7.486
2015-10-04,2.2,25.85,23.01,29.73,88.53,17.16,1.53,Abia,5.532,7.486
2015-10-05,3.01,24.92,23.75,26.76,94.36,15.34,1.47,Abia,5.532,7.486
2015-10-06,6.54,25.31,23.24,28.11,91.66,16.88,1.58,Abia,5.532,7.486
2015-10-07,6.54,24.8,23.11,27.16,93.27,11.81,1.12,Abia,5.532,7.486
2015-10-08,3.66,25.04,22.81,28.91,87.6,17.97,1.33,Abia,5.532,7.486
2015-10-09,3.2,25.69,22.21,30.1,87.12,13.3,1.15,Abia,5.532,7.486
2015-10-10,4.44,26.07,22.98,30.42,87.06,18.66,1.25,Abia,5.532,7.486
2015-10-11,12.44,24.83,22.98,27.2,92.08,7.43,1.35,Abia,5.532,7.486
2015-10-12,2.61,26.28,22.55,30.6,86.93,19.6,1.31,Abia,5.532,7.486
2015-10-13,3.82,25.02,23.75,27.07,92.58,16.54,1.65,Abia,5.532,7.486
2015-10-14,5.98,25.35,23.35,28.07,92.33,16.42,1.43,Abia,5.532,7.486
2015-10-15,3.16,26.08,23.19,29.56,87.68,12.83,1.12,Abia,5.532,7.486
2015-10-16,5.64,25.29,23.83,27.43,92.77,18.58,1.75,Abia,5.532,7.486
2015-10-17,13.72,25.26,23.62,27.99,93.18,15.35,1.47,Abia,5.532,7.486
2015-10-18,6.47,25.22,23.32,27.81,93.0,17.46,1.36,Abia,5.532,7.486
2015-10-19,6.38,25.03,23.45,27.09,93.9,15.72,1.44,Abia,5.532,7.486
2015-10-20,3.48,24.78,23.34,26.58,95.31,15.75,2.3,Abia,5.532,7.486
2015-10-21,9.46,25.91,23.18,29.71,89.69,16.86,1.73,Abia,5.532,7.486
2015-10-22,25.77,25.13,23.49,27.02,93.94,13.94,2.01,Abia,5.532,7.486
